# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	rhomin	rhomin location	rhomax	rhomax location	rhomean	rhostDev
0.1	0.05115988709	( -0.01375 -0.02875 0.01125 )	3.225379958	( 0.0282768602 0.005240842607 0.02125 )	1.994373266	0.3262006872	97006.35864	( 0.02517965295 0.007458600522 0.02125 )	102472.3345	( 0.07350449689 0.005784929002 0.00125 )	100437.9638	758.9275952	984.9297964	( 0.0006874368219 -0.02625186757 0.02125 )	994.5114648	( -0.04875 0.04875 0.00125 )	993.7775421	0.7546610523
