# Time	massFlux	Tmin	Tmax	Tmean	TstDev	wmin	wmax	wmean	wstDev	filmMassmin	filmMassmax	filmMassmean	filmMassstDev
0.0508297	-1.37643e-20	282.865	286.107	284.181	0.794444	0.00735279	0.00913161	0.0080356	0.000440239	0.00996396	0.00998654	0.00997012	3.70979e-06
