# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	ptotmin	ptotmin location	ptotmax	ptotmax location	ptotmean	ptotstDev
50	331.58474	( 0.47552599 0.93974006 0.040933627 )	349.99326	( 0.07266955 0.95615472 -0.11263172 )	345.59874	2.92749	2.3690828e-05	( 0.27916513 0.16667765 0.04412836 )	0.034963691	( 0.07266955 0.95615472 -0.11263172 )	0.012034744	0.0074924697	979.64007	( 0.078969647 0.95615472 0.0995304 )	980.83266	( 0.17911208 0.95615472 -0.05441247 )	980.35455	0.24210191	979.70029	( 0.075287767 0.95615472 0.040947382 )	981.27378	( 0.07266955 0.95615472 -0.11263172 )	980.45398	0.22696152
