# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
50	0.006282032239	( 0.0175 0.0025 0.005 )	0.3418599533	( 0.0975 0.0975 0.005 )	0.1184802418	0.06446973606	-0.02240202442	( 0.0525 0.0525 0.005 )	0.0898459941	( 0.0975 0.0975 0.005 )	-0.01012009843	0.01039673471
