# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	totalVolume
0.00474492	3.438517858e-05	( 0 13.47103617 8.63977589 )	12.61783422	( 0 19.11470724 -5.348799369 )	2.142948044	2.649637952	823164.9236	( -1.387778781e-17 -18.49412844 -1.780200479 )	1096842.106	( 0 19.11470724 -5.348799369 )	921071.107	35951.26963	273.15	( -2.570516376e-17 -15.00264194 -9.629341391 )	273.15	( -2.570516376e-17 -15.00264194 -9.629341391 )	273.15	1.705302566e-12	1075
