# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	alpha.watermin	alpha.watermin location	alpha.watermax	alpha.watermax location	alpha.watermean	alpha.waterstDev
4.74957e-07	0.1594600961	( 6.253831849e-05 -6.253831849e-05 0.01456832274 )	28.64771322	( -0.004195922514 0.002937092702 0.01498146789 )	20.32522435	1.029423743	-190430.0408	( -0.003445781543 0.003565699949 0.01498283326 )	2697857.817	( 0.001125033046 -0.005125155575 0.01648157306 )	610742.2445	322932.3263	0.994986659	( -0.003689618095 -0.002939755541 0.01508293044 )	1	( -0.007320800518 -0.002270894731 0.02151249736 )	0.9999990765	3.026194281e-05
