# Time	aspectRatiomin	aspectRatiomin location	aspectRatiomax	aspectRatiomax location	aspectRatiomean	aspectRatiostDev	determinantmin	determinantmin location	determinantmax	determinantmax location	determinantmean	determinantstDev	nonOrthogonalitymin	nonOrthogonalitymin location	nonOrthogonalitymax	nonOrthogonalitymax location	nonOrthogonalitymean	nonOrthogonalitystDev	skewnessmin	skewnessmin location	skewnessmax	skewnessmax location	skewnessmean	skewnessstDev	volumeRatiomin	volumeRatiomin location	volumeRatiomax	volumeRatiomax location	volumeRatiomean	volumeRatiostDev
0	1.47578562	( -0.218833396 0.04641933563 -0.004087753237 )	4.7630541	( 0.006245296631 0.04724906081 -0.01902156148 )	2.001586949	0.04057669801	0.3704673652	( -0.1694828213 -0.02324465924 -0.04476342833 )	0.9441816087	( 0.1176959847 0.0523676472 -0.004111680415 )	0.8715394701	0.009453950753	0	( 1.5125 -0.34375 0.006086461393 )	41.69065944	( 0.3811733048 0.008534307647 -0.05834801687 )	6.811739465	10.83652142	0	( 1.5125 -0.34375 0.03314952452 )	0.8003141283	( -0.1694828213 -0.02324465924 -0.04476342833 )	0.04289867688	0.07024903205	0.09231705629	( -0.4691079558 -0.008153422561 -0.04450299407 )	1	( 0.7625 -0.03125 -0.00734125 )	0.7720337422	0.3583250469
