# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.0112059	0.0007503609557	( 0.2555 0.5825111082 0.0073 )	0.6593308884	( 0.2964999025 0.05246563533 0.0073 )	0.05948503588	0.04022054971	-1.784801886	( 0.001586956521 0.2906883198 0.0073 )	11759.92866	( 0.001586956521 0.001599965333 0.0073 )	265.1234432	1117.973073	273.15	( 0.001586956521 0.001599965333 0.0073 )	273.15	( 0.001586956521 0.001599965333 0.0073 )	273.15	2.98427949e-11
