# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
0.005	0.0436277	( 1.03978 0.0462274 0.813486 )	58.5065	( 0.690239 -0.0719543 0.182054 )	20.0055	0.193516	-2228.12	( 1.73076 0.0873601 0.999692 )	457.274	( 0.743349 -0.265126 0.50073 )	1.22367	4.2149
