# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev
50	6.529	( 0.0025 -0.049375 0.0025 )	10.1569	( 0.0025 -0.009375 0.0025 )	10	0.639873	1.34893e-09	( 0.0025 -0.028125 0.0025 )	445.018	( 0.0025 0.049375 0.0025 )	15.6514	73.1319	3.74068e-11	( 0.0025 -0.009375 0.0025 )	0.780491	( 0.0025 0.049375 0.0025 )	0.0346624	0.143684
