# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
10	0.05610780798	( 4.005160994 -5.739362687 4.635547033 )	9.50725476	( 6.041586881 -3.801559801 7.818717812 )	5.203969462	0.7110860916	0.002977522464	( 14.00629037 12.00592874 24.08893903 )	0.4424980547	( 38.77643588 30.52430004 0.4616991594 )	0.08081373478	0.1224383097	0.00108428984	( -8.427968347 -47.34186605 24.08397659 )	1.123270934	( 30.52293005 38.77510711 0.04999272988 )	0.009535305328	0.02319341077	-62.54237171	( 5.801545558 -4.041617841 7.818707906 )	16.98192903	( 9.801325335 8.043884064 2.482032498 )	-0.06128693467	1.670628337
