#distance	U_0	U_1	U_2
267.6767677	17.03864426	-4.784324497e-05	0.0005281668839
272.7272727	17.07985836	-8.23832295e-05	0.000554092618
277.7777778	17.11500796	-5.811296634e-05	0.0006342533149
282.8282828	17.15015756	-3.384270318e-05	0.0007144140118
287.8787879	17.18546488	-1.402113836e-05	0.0007743717806
292.9292929	17.22078584	5.415315132e-06	0.0008325806386
297.979798	17.25216739	3.116285215e-05	0.0008427248082
303.030303	17.28237986	5.878330755e-05	0.0008386049869
308.0808081	17.31247039	7.694536645e-05	0.0008475448052
313.1313131	17.34241696	8.393974045e-05	0.0008719043558
318.1818182	17.37158563	9.110769434e-05	0.0008898614566
323.2323232	17.39620345	9.929112708e-05	0.00087036288
328.2828283	17.42082128	0.0001074745598	0.0008508643034
333.3333333	17.44553798	9.109024618e-05	0.0008202137218
338.3838384	17.47030616	6.191227327e-05	0.0007837557313
343.4343434	17.49439198	4.020363811e-05	0.0007547680987
348.4848485	17.51512634	5.518127072e-05	0.0007624717444
353.5353535	17.53586071	7.015890333e-05	0.0007701753901
358.5858586	17.55630783	8.771279402e-05	0.0007664380331
363.6363636	17.57645784	0.0001079314772	0.0007508664976
368.6868687	17.59660785	0.0001281501603	0.0007352949622
373.7373737	17.61367686	0.0001565974549	0.000729453002
378.7878788	17.63004162	0.0001869256422	0.0007258350243
383.8383838	17.64640637	0.0002172538296	0.0007222170466
388.8888889	17.66225152	0.0002374194608	0.0007508601813
393.9393939	17.67805921	0.0002568525358	0.0007818288217
398.989899	17.69357114	0.0002737706959	0.0008100938051
404.040404	17.70364463	0.0002444439757	0.000788643269
409.0909091	17.71371812	0.0002151172554	0.0007671927329
414.1414141	17.72379161	0.0001857905351	0.0007457421967
419.1919192	17.73391676	0.0001754441847	0.0007515851987
424.2424242	17.74404455	0.0001660687719	0.0007588243969
429.2929293	17.75417234	0.0001566933591	0.0007660635952
434.3434343	17.75678009	0.0001215869675	0.0007016699781
439.3939394	17.75807211	8.197864265e-05	0.0006247433689
444.4444444	17.75936414	4.237031779e-05	0.0005478167597
449.4949495	17.76086568	2.156172718e-05	0.0004575083791
454.5454545	17.76256441	1.84481155e-05	0.000354604599
459.5959596	17.76426314	1.533450383e-05	0.0002517008188
464.6464646	17.81253106	1.385970372e-05	0.0001633261456
469.6969697	18.07413147	1.989226612e-05	0.0001415090165
474.7474747	18.33573188	2.592482853e-05	0.0001196918874
479.7979798	18.59733229	3.195739093e-05	9.787475829e-05
484.8484848	18.85901082	2.877756077e-05	7.431555441e-05
489.8989899	19.12074373	1.918504051e-05	4.954370294e-05
494.9494949	19.38247664	9.592520257e-06	2.477185147e-05
500	19.64420956	2.375203294e-18	6.133756472e-18
