#distance	U_0	U_1	U_2
0	0	0	0
5.050505051	8.758658786	-1.253943242e-05	-8.416906165e-06
10.1010101	9.863488165	-1.900493202e-06	-2.105797704e-05
15.15151515	10.34600593	-5.926252568e-07	3.485968634e-05
20.2020202	10.63521874	-1.738298707e-06	6.244546775e-05
25.25252525	10.85995503	-6.999163423e-06	6.638975077e-05
30.3030303	11.0643839	-1.896423882e-05	5.625655618e-05
35.35353535	11.26415762	-2.671040213e-05	3.240607627e-05
40.4040404	11.46532088	-2.162589301e-05	2.67767003e-05
45.45454545	11.66959729	-4.099974561e-06	3.952975309e-05
50.50505051	11.87657633	1.047697196e-05	6.220997933e-05
55.55555556	12.08551308	1.297550128e-05	9.330008578e-05
60.60606061	12.29547834	1.432964624e-05	0.0001122690621
65.65656566	12.50546058	1.382552225e-05	0.0001090607854
70.70707071	12.71448621	8.451949227e-06	9.996885301e-05
75.75757576	12.92185074	4.072265173e-07	9.639563861e-05
80.80808081	13.12600779	-1.158014806e-06	7.897460674e-05
85.85858586	13.32587136	5.725345279e-07	5.300896325e-05
90.90909091	13.5219306	1.891884133e-06	1.946996931e-05
95.95959596	13.7129892	5.102923554e-06	-1.219992666e-05
101.010101	13.8965066	-9.194858362e-06	-2.800247186e-05
106.0606061	14.07654765	-5.456404921e-06	-3.892445943e-05
111.1111111	14.24694944	-2.175075818e-05	-3.407018808e-05
116.1616162	14.41300133	-2.424853594e-05	-3.047458208e-05
121.2121212	14.57100114	-3.768789121e-05	-3.620394096e-05
126.2626263	14.72341135	-3.819372144e-05	-5.137604567e-05
131.3131313	14.86839272	-4.658316648e-05	-6.886441906e-05
136.3636364	15.00847599	-5.043949834e-05	-8.461788281e-05
141.4141414	15.14014859	-7.069373841e-05	-0.0001071378735
146.4646465	15.26972545	-9.313240311e-05	-0.0001323056
151.5151515	15.38812021	-8.85252419e-05	-0.0001553691957
156.5656566	15.5064464	-0.0001071907699	-0.0001951463581
161.6161616	15.61490271	-9.86465777e-05	-0.0002241664527
166.6666667	15.72004566	-8.064988892e-05	-0.000244479713
171.7171717	15.8227628	-6.744217079e-05	-0.0002444695729
176.7676768	15.91517746	-7.70883374e-05	-0.0001782779552
181.8181818	16.00770805	-6.485077288e-05	-0.000132497609
186.8686869	16.09535908	-4.971925538e-05	-7.685476706e-05
191.9191919	16.17602382	-3.838742939e-05	2.092596188e-07
196.969697	16.25700584	-6.527047981e-06	6.531784106e-05
202.020202	16.33292006	2.874717297e-05	0.000114534522
207.0707071	16.40216162	6.624377569e-05	0.0001442455521
212.1212121	16.47087923	9.281538627e-05	0.0001942848241
217.1717172	16.53728696	0.0001148988	0.0002343791825
222.2222222	16.59617904	0.0001293140598	0.0002263066589
227.2727273	16.65488282	0.0001401972697	0.000243604878
232.3232323	16.71339949	0.0001475708205	0.0002861130075
237.3737374	16.76526898	0.0001363297888	0.000293860485
242.4242424	16.81522575	0.0001197324467	0.0002916056517
247.4747475	16.86523268	9.408016144e-05	0.0003142225689
252.5252525	16.91467438	6.691037944e-05	0.0003427807983
257.5757576	16.95580793	2.90355854e-05	0.0004266069795
262.6262626	16.99697713	-8.909952216e-06	0.00050629267
