# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	rhomin	rhomin location	rhomax	rhomax location	rhomean	rhostDev
50	0.02894035912	( 0.007458600522 -0.02517965295 -0.00125 )	3.235273266	( 0.0282768602 0.005240842607 -0.02125 )	1.996367344	0.3331951802	97136.45448	( 0.0255354592 0.006130565335 0.02125 )	102622.2929	( 0.07370652135 0.001930072806 -0.00125 )	100479.8776	803.4297206	983.2511831	( -0.00375 -0.02625 -0.02375 )	994.5114633	( -0.04875 0.04875 0.00125 )	993.3410578	1.018869958
