# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	ptotmin	ptotmin location	ptotmax	ptotmax location	ptotmean	ptotstDev
10	344.1434	( 0.4408041 0.83332238 0.044179593 )	349.99095	( 0.071609131 0.95615472 -0.090700678 )	347.84144	1.1430901	2.3036143e-05	( 0.46069932 0.078916201 0.043652758 )	0.030168254	( 0.17637222 0.93974005 -0.10603315 )	0.011937412	0.0054707674	688.39962	( 0.078806105 0.95615472 0.078605398 )	689.74697	( 0.07266955 0.95615472 -0.11263172 )	689.18036	0.25505198	688.44323	( 0.079171657 0.95615472 0.1058222 )	690.07255	( 0.071609131 0.95615472 -0.090700678 )	689.2656	0.24907477
