# Time	massFlux	Tmin	Tmax	Tmean	TstDev	Umin	Umax	Umean	UstDev	pmin	pmax	pmean	pstDev	ptotmin	ptotmax	ptotmean	ptotstDev
10	-0.16475033	350	350	350	5.6843419e-14	0.021835155	0.021835155	0.021835155	6.9442139e-18	690.05138	690.06363	690.05661	0.003541092	690.28703	690.29928	690.29225	0.003541092
