# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
0.01	0.0009566208715	( -0.01576863941 -0.007313389152 -0.06489218454 )	0.7310697724	( -0.01713591682 -0.008362563696 -0.05958623613 )	0.1567571749	0.05578479374	11883.33898	( -0.01699765601 -0.007563741354 -0.05967245721 )	12272.29798	( 0.000803007172 -0.009233099151 0.03896108064 )	12199.25741	66.22613274
