# Time	totalLift	frontLift	rearLift	drag	side	Xmoment	Ymoment	Zmoment
10	5.823530e-01	5.135875e+00	-4.553522e+00	3.123160e-02	0.000000e+00	-4.159664e-04	2.230828e-05	-1.384200e-01
