# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.050283	6.351389928e-05	( -0.002902455608 -0.08866085198 0.005 )	0.5299585304	( -0.04424556452 0.01342174542 0.005 )	0.07798099041	0.09666825731	-200.1325105	( -0.004828349598 -0.02070766227 0.005 )	531.1869667	( -0.04621173681 -0.001512815471 0.005 )	46.90846243	51.20610486	273.15	( 0.02125173462 -0.0006957097563 0.005 )	273.15	( 0.02125173462 -0.0006957097563 0.005 )	273.15	1.136868377e-13
