# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.05	0.006343172158	( 0.2856521739 0.5776190352 0.0073 )	1.434034216	( 0.3371574158 0.06714185428 0.0073 )	0.2602462724	0.1544568059	-0.4672158354	( 0.294999935 0.2713327267 0.0073 )	12520.58748	( 0.006347826085 0.002999935 0.0073 )	340.4988645	1351.312449	273.15	( 0.006347826085 0.002999935 0.0073 )	273.15	( 0.006347826085 0.002999935 0.0073 )	273.15	5.798028724e-12
