#distance	U_0	U_1	U_2
0	0	0	0
5.050505051	10.01662804	4.181838033e-05	-0.002680753011
10.1010101	10.31478324	3.870874672e-05	-0.00234536751
15.15151515	10.47100924	3.230332083e-05	-0.001729298597
20.2020202	10.63648259	2.905631805e-05	-0.001194296665
25.25252525	10.82085896	2.723444036e-05	-0.000758051394
30.3030303	11.02136713	2.440171717e-05	-0.0003576170611
35.35353535	11.23396691	2.588899817e-05	9.371800208e-05
40.4040404	11.45592009	1.768554922e-05	0.000514725121
45.45454545	11.68541997	3.940791631e-06	0.0008294553135
50.50505051	11.9193044	-7.592483481e-06	0.001100772717
55.55555556	12.15522265	-2.112146792e-05	0.001334845252
60.60606061	12.39124725	-2.002418233e-05	0.001477296569
65.65656566	12.62588094	6.834208558e-06	0.001585495732
70.70707071	12.85820624	2.723644267e-05	0.001710239743
75.75757576	13.08758297	3.721413818e-05	0.001853152293
80.80808081	13.31149003	2.953772575e-05	0.001992734655
85.85858586	13.52888266	1.382177993e-05	0.002113301708
90.90909091	13.74084401	1.502915661e-05	0.002208613453
90.90909091	13.74084401	1.502915661e-05	0.002208613453
95.95959596	13.94610575	7.633423798e-06	0.002268126853
95.95959596	13.94610575	7.633423798e-06	0.002268126853
101.010101	14.14200324	1.309563061e-05	0.002290674018
101.010101	14.14200324	1.309563061e-05	0.002290674018
106.0606061	14.33376172	-1.16353691e-05	0.002299360122
106.0606061	14.33376172	-1.16353691e-05	0.002299360122
111.1111111	14.51485417	-1.175996959e-05	0.002344664177
111.1111111	14.51485417	-1.175996959e-05	0.002344664177
116.1616162	14.69133883	-9.324601517e-06	0.002366308544
121.2121212	14.8594956	4.299177315e-06	0.002361923437
126.2626263	15.02158737	1.599711063e-05	0.002335360407
131.3131313	15.17582817	2.247695236e-05	0.00228697184
136.3636364	15.32431178	2.867278292e-05	0.002250764304
141.4141414	15.46315902	4.344776624e-06	0.002222338984
146.4646465	15.59976855	-4.795518967e-06	0.002194934803
151.5151515	15.72324153	-2.186137651e-05	0.002146236042
156.5656566	15.84656583	-3.870036997e-05	0.002095359232
161.6161616	15.95923176	-2.874408103e-05	0.002033432883
166.6666667	16.06840944	-1.792181566e-05	0.001972136782
171.7171717	16.17511999	-1.301562508e-05	0.001912082997
176.7676768	16.27093904	5.080141026e-06	0.001836346847
181.8181818	16.3669197	-5.563873213e-06	0.001760874337
186.8686869	16.45781589	-2.140726106e-05	0.001700283289
191.9191919	16.54141766	-3.425117585e-05	0.001660775322
196.969697	16.62509432	-2.955221264e-05	0.001606947994
202.020202	16.70400856	-3.068290425e-05	0.001560681068
207.0707071	16.7766767	-4.137139753e-05	0.001525885739
212.1212121	16.84913771	-3.079628739e-05	0.0014858366
217.1717172	16.91924937	-2.009899928e-05	0.001440900245
222.2222222	16.98148898	-2.386969168e-05	0.001382964168
227.2727273	17.04379534	-2.152057837e-05	0.001323930656
232.3232323	17.10616802	-1.309045454e-05	0.001263806667
237.3737374	17.16122797	-9.499737261e-06	0.001177901877
242.4242424	17.21418371	-7.301549915e-06	0.001084578713
247.4747475	17.26733583	2.978962179e-06	0.00100372435
252.5252525	17.3199925	1.312981317e-05	0.0009222127351
257.5757576	17.36517446	1.118685533e-05	0.0008153743687
262.6262626	17.41035023	8.796991086e-06	0.0007090369108
267.6767677	17.45543968	1.672097469e-07	0.0006096933745
272.7272727	17.5000527	-8.117891492e-06	0.0005119099973
277.7777778	17.53828808	-1.178899321e-05	0.0004350114152
282.8282828	17.57652346	-1.546009493e-05	0.0003581128332
287.8787879	17.61474032	-2.80380996e-05	0.0002721958199
292.9292929	17.65295558	-4.138714985e-05	0.0001854981063
297.979798	17.68639548	-4.408336353e-05	0.000108266077
303.030303	17.71841821	-4.361817182e-05	3.384314611e-05
308.0808081	17.75037397	-4.109272126e-05	-4.51019406e-05
313.1313131	17.78225067	-3.613468903e-05	-0.0001293864113
318.1818182	17.81331643	-3.075964251e-05	-0.0002112527573
323.2323232	17.83963799	-2.294497477e-05	-0.0002789725655
328.2828283	17.86595955	-1.513030702e-05	-0.0003466923737
333.3333333	17.89224521	-8.57832085e-06	-0.0004136869082
338.3838384	17.91851218	-2.683876378e-06	-0.0004803037563
343.4343434	17.94399341	2.675067172e-06	-0.0005444574943
348.4848485	17.96561538	5.403853828e-06	-0.0005965134646
353.5353535	17.98723735	8.132640485e-06	-0.0006485694349
358.5858586	18.00894325	6.999523461e-06	-0.0006943743967
363.6363636	18.03073596	1.871786553e-06	-0.0007337135309
368.6868687	18.05252868	-3.255950355e-06	-0.0007730526652
373.7373737	18.07125828	-8.874483325e-06	-0.0008112019297
378.7878788	18.08928772	-1.460520227e-05	-0.0008490792141
383.8383838	18.10731716	-2.033592121e-05	-0.0008869564986
388.8888889	18.12535571	-2.595681161e-05	-0.0009143979708
393.9393939	18.14339491	-3.156978515e-05	-0.0009410871895
398.989899	18.16123147	-3.687521557e-05	-0.00096696699
404.040404	18.17534174	-3.652546636e-05	-0.0009779630082
409.0909091	18.189452	-3.617571714e-05	-0.0009889590264
414.1414141	18.20356227	-3.582596793e-05	-0.0009999550447
419.1919192	18.21753206	-4.140772127e-05	-0.00102093894
424.2424242	18.23149467	-4.729289962e-05	-0.001042433763
429.2929293	18.24545728	-5.317807797e-05	-0.001063928587
434.3434343	18.2099999	-5.097244397e-05	-0.0010363354
439.3939394	18.16589593	-4.73512285e-05	-0.001000153697
444.4444444	18.12179196	-4.373001302e-05	-0.0009639719946
449.4949495	18.07771123	-4.018094425e-05	-0.0009354032636
454.5454545	18.0336524	-3.669978252e-05	-0.0009140001328
459.5959596	17.98959357	-3.32186208e-05	-0.0008925970019
464.6464646	18.00337237	-2.442596831e-05	-0.0008540119411
469.6969697	18.28210421	8.698515515e-06	-0.0007367168084
474.7474747	18.56083605	4.182299934e-05	-0.0006194216756
479.7979798	18.83956789	7.494748317e-05	-0.0005021265428
484.8484848	19.11835058	7.399906587e-05	-0.000379420029
489.8989899	19.39716867	4.933271058e-05	-0.000252946686
494.9494949	19.67598676	2.466635529e-05	-0.000126473343
500	19.95480485	6.10763457e-18	-3.131605593e-17
