#distance	epsilon	k	nut
0	1.501386717	1.482972797	0.034761272
5.050505051	0.08125326375	1.011495506	1.205860023
10.1010101	0.04398149397	1.085512929	2.420767392
15.15151515	0.03773764474	1.088697723	2.828574648
20.2020202	0.03508350934	1.068525777	2.929708405
25.25252525	0.03351901727	1.05070832	2.964773833
30.3030303	0.03246097599	1.037062331	2.982304201
35.35353535	0.03151382262	1.025568494	3.00442755
40.4040404	0.03093860463	1.016175878	3.004373751
45.45454545	0.03065348899	1.008287384	2.98576763
50.50505051	0.03045764365	1.002568568	2.970952601
55.55555556	0.03025600977	0.9988533262	2.968844239
60.60606061	0.03035465178	0.999671471	2.964330462
65.65656566	0.03042728174	1.000669867	2.962902959
70.70707071	0.03031976099	0.9994713544	2.965694363
75.75757576	0.03014809226	0.9970353776	2.968098441
80.80808081	0.03002082412	0.9910577128	2.945055035
85.85858586	0.02979535451	0.9883566373	2.95131209
90.90909091	0.02969554422	0.9882181626	2.960390692
95.95959596	0.02968953579	0.9889213557	2.965285156
101.010101	0.02976583818	0.9888353823	2.957136217
106.0606061	0.02980544014	0.9879280692	2.947566288
111.1111111	0.02970776823	0.9853380618	2.941735654
116.1616162	0.02953945851	0.9839779173	2.950387756
121.2121212	0.02948049047	0.9820177595	2.945032586
126.2626263	0.02945092518	0.9815339668	2.945559804
131.3131313	0.02946325662	0.982477877	2.950362279
136.3636364	0.02950202117	0.9811513031	2.938715036
141.4141414	0.02957454021	0.97875668	2.917364766
146.4646465	0.02965393739	0.9777636025	2.903764088
151.5151515	0.02978046271	0.9787026356	2.896386929
156.5656566	0.02993388291	0.9792165335	2.884112298
161.6161616	0.03005707469	0.9808428655	2.88181954
166.6666667	0.03013390735	0.9828011673	2.886205942
171.7171717	0.0301716973	0.9843008942	2.891740172
176.7676768	0.03021810145	0.9839176746	2.88527114
181.8181818	0.03028431531	0.9849048024	2.885002893
186.8686869	0.0303008181	0.9853381904	2.886099545
191.9191919	0.03023940709	0.9844876924	2.886895011
196.969697	0.03029435095	0.9829182374	2.872323696
202.020202	0.03030592561	0.9823516073	2.867794878
207.0707071	0.03024794656	0.9831772649	2.878103504
212.1212121	0.03016538179	0.9822919844	2.880649541
217.1717172	0.0301172095	0.9816444126	2.881333488
222.2222222	0.03020361103	0.9830057034	2.881097057
227.2727273	0.03030108981	0.9850259742	2.883621617
232.3232323	0.03040957561	0.9877010475	2.888889666
237.3737374	0.03053479528	0.9888861856	2.883743205
242.4242424	0.03066483009	0.9896425976	2.875599989
247.4747475	0.03078350105	0.9915807611	2.875626107
252.5252525	0.0308978324	0.9935763496	2.876420428
257.5757576	0.03096320814	0.9949178281	2.878107992
262.6262626	0.03102094913	0.9962150295	2.88025153
267.6767677	0.03097209022	0.9968940117	2.888761606
272.7272727	0.03092976526	0.9975481059	2.896516985
277.7777778	0.03097490567	0.9978690409	2.894169743
282.8282828	0.03102004608	0.9981899758	2.891822501
287.8787879	0.03107797444	0.9986373791	2.88907962
292.9292929	0.03113700981	0.9990957303	2.88630249
297.979798	0.0311570866	0.9984947709	2.881120187
303.030303	0.03116560178	0.9975794434	2.875224109
308.0808081	0.03121230441	0.9963117713	2.863815188
313.1313131	0.03130409559	0.99462808	2.845897161
318.1818182	0.03137611982	0.9930357654	2.830292022
323.2323232	0.03133250333	0.991978024	2.828217765
328.2828283	0.03128888684	0.9909202826	2.826143508
333.3333333	0.03125244517	0.989833973	2.823142268
338.3838384	0.03121973978	0.9887327865	2.819658303
343.4343434	0.03118677227	0.9877121061	2.816682437
348.4848485	0.0311525173	0.9870868379	2.816202144
353.5353535	0.03111826233	0.9864615697	2.815721851
358.5858586	0.03105279961	0.9860344021	2.819163123
363.6363636	0.03095505668	0.9858121429	2.826660729
368.6868687	0.03085731375	0.9855898838	2.834158334
373.7373737	0.03087066013	0.9851244855	2.830304799
378.7878788	0.03090939927	0.9846035105	2.823856626
383.8383838	0.03094813841	0.9840825356	2.817408453
388.8888889	0.031010608	0.9830836048	2.806140768
393.9393939	0.03107478819	0.9820502211	2.794525673
398.989899	0.03113623714	0.9811093515	2.783681673
404.040404	0.03114746353	0.981869654	2.78701675
409.0909091	0.03115868992	0.9826299565	2.790351828
414.1414141	0.0311699163	0.9833902589	2.793686905
419.1919192	0.03128059309	0.9829667073	2.78252641
424.2424242	0.03139635724	0.9824825958	2.770624396
429.2929293	0.0315121214	0.9819984844	2.758722383
434.3434343	0.03162468093	0.9859418465	2.771476537
439.3939394	0.03173667977	0.9906598466	2.788544573
444.4444444	0.03184867862	0.9953778467	2.805612609
449.4949495	0.03194634339	1.000189164	2.824526311
454.5454545	0.03203051643	1.005088314	2.845177218
459.5959596	0.03211468947	1.009987464	2.865828126
464.6464646	0.03220274145	1.014772545	2.885468319
469.6969697	0.03230856275	1.01903508	2.90047845
474.7474747	0.03241438406	1.023297615	2.915488582
479.7979798	0.03252020537	1.027560149	2.930498713
484.8484848	0.03258447878	1.032520315	2.952525458
489.8989899	0.03261983095	1.037966097	2.979436424
494.9494949	0.03265518313	1.043411879	3.006347391
500	0.0326905353	1.048857661	3.033258358
