# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
0.001	0.0589941	( 0.764085 0.172184 0.8324 )	70.2537	( 0.587853 -0.210594 0.383568 )	20.0053	0.175499	-3465.27	( 0.638286 -0.0704033 0.21115 )	787.421	( 0.760847 0.241571 0.524359 )	1.81403	5.44454
