# Time	massFlux	Tmin	Tmax	Tmean	TstDev	wmin	wmax	wmean	wstDev	filmMassmin	filmMassmax	filmMassmean	filmMassstDev
0.0089355	-1.85818e-20	282.847	285.888	283.738	0.814101	0.00732634	0.00902197	0.00780502	0.00044558	0.00999239	0.00999718	0.00999358	8.31236e-07
