# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	Umin	Umin location	Umax	Umax location	Umean	UstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	omegamin	omegamin location	omegamax	omegamax location	omegamean	omegastDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	smokemin	smokemin location	smokemax	smokemax location	smokemean	smokestDev
2	292.6881074	( 15.08211958 31.41622582 5.082156286 )	293.3119299	( 15.08042758 31.25245172 4.058951668 )	293.1209079	0.01902906025	0.001110969084	( 0.3419088835 17.17255449 0.3419089013 )	28.79401963	( 15.08211958 31.41622582 5.082156286 )	0.2273871234	0.9712844541	-1	( 0 0 0 )	-1	( 0 0 0 )	-1	-1	-1	( 0 0 0 )	-1	( 0 0 0 )	-1	-1	-610.7917621	( 35.38034721 30.08765137 4.772508803 )	-1.270552396	( 25 54.33333334 0.3333333333 )	-34.95717086	20.45353739	0	( 0.3419088835 17.17255449 0.3419089013 )	0	( 0.3419088835 17.17255449 0.3419089013 )	0	0
