# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
0.00948232	0.2971436778	( 0.218 0 0.002 )	8.204291445	( 0.102 0 0.01 )	2.033485883	0.8827488505	-2.963495551	( 0.098 0 0.01 )	74.41602817	( 0.102 0 0.01 )	27.37065648	14.99774439
