# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
10	300.0010793	( 0.004135434021 0.01962961419 0.009999999777 )	383.535903	( 0.05300751703 0.01150687629 0.008447720669 )	304.2509999	11.19148636
