# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Cparticulatemin	Cparticulatemin location	Cparticulatemax	Cparticulatemax location	Cparticulatemean	CparticulatestDev	totalVolume
0.05	0.00112091	( 0.0920884 0.162939 -0.00713134 )	3.91619	( -0.0893443 0.160333 0.0368516 )	0.395957	0.253815	-6913.15	( -0.0780637 0.167486 -0.0311354 )	9603.86	( -0.491303 0.0366002 0.0887686 )	3820.6	3831.11	3.86974e-121	( 0.0964024 -0.491295 -0.00765173 )	0.641606	( -0.49197 0.00602665 -7.16849e-13 )	0.00281736	0.0356934	0.039734
