# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
10	6.466071191e-06	( 0.03883683222 48.74498585 0.2285489038 )	43.55254847	( -0.03119520027 51.32594008 0.2145589763 )	10.0041104	0.0793852011	299.8320495	( -0.03549301937 51.30328262 0.06070270072 )	319.6277966	( 0.05138891088 50.42802326 0.3488961947 )	300.0015023	0.07103391055
