# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	ptotmin	ptotmin location	ptotmax	ptotmax location	ptotmean	ptotstDev
50	343.21179	( -0.52650778 0.89782492 0.051830782 )	358.67103	( -0.87448572 0.10384525 0.21930167 )	348.88914	3.3003552	0.0005977666	( -0.90124229 0.89638919 0.10863596 )	0.0053466862	( -0.43768263 0.10241069 0.04316904 )	0.0027684898	0.00076064297	-108.9076	( -0.45797378 0.10748835 0.039095002 )	1089.7618	( -0.45797377 0.89251164 0.039095011 )	491.61537	239.30779	-108.90281	( -0.45797378 0.10748835 0.039095002 )	1089.7665	( -0.45797377 0.89251164 0.039095011 )	491.61944	239.30778
