# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
10	416.5770439	( -0.004180919734 -0.02629652073 0.02279065682 )	424.5892576	( 0.1064273865 0.002522309955 0.1561368825 )	423.2201689	2.197886279
