# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
50	282.1099941	( -0.209176445 0.1790901562 -0.1887700477 )	286.0314166	( 0.005658179979 0.003063043767 0.02692835245 )	282.1499701	0.09170491864
