# Time         	Tmin           	at location    	Tmax           	at location    	Tmean          	TstDev         
27             2.99908579e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03924320e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01511672e+02 1.24767895e+00 
28             2.99909078e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03928333e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01512960e+02 1.24938760e+00 
29             2.99909598e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03931670e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01514064e+02 1.25085825e+00 
30             2.99910124e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03934436e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01515012e+02 1.25212537e+00 
31             2.99910644e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03936720e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01515826e+02 1.25321826e+00 
32             2.99911150e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03938596e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01516528e+02 1.25416179e+00 
33             2.99911635e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03940128e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01517132e+02 1.25497717e+00 
34             2.99912096e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03941371e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01517652e+02 1.25568246e+00 
35             2.99912530e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03942370e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01518102e+02 1.25629308e+00 
36             2.99912937e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03943164e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01518491e+02 1.25682222e+00 
37             2.99913315e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03943787e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01518827e+02 1.25728115e+00 
38             2.99913665e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03944266e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01519118e+02 1.25767953e+00 
39             2.99913988e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03944625e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01519370e+02 1.25802565e+00 
40             2.99914285e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03944885e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01519589e+02 1.25832662e+00 
41             2.99914557e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03945063e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01519779e+02 1.25858855e+00 
42             2.99914805e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03945173e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01519944e+02 1.25881668e+00 
43             2.99915032e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03945227e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01520088e+02 1.25901553e+00 
44             2.99915238e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03945236e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01520213e+02 1.25918901e+00 
45             2.99915425e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03945208e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01520322e+02 1.25934047e+00 
46             2.99915595e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03945151e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01520417e+02 1.25947281e+00 
47             2.99915749e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03945072e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01520500e+02 1.25958853e+00 
48             2.99915888e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03944975e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01520572e+02 1.25968980e+00 
49             2.99916013e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03944862e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01520634e+02 1.25977757e+00 
50             2.99916127e+02 ( 6.20000000e-02 1.87500000e-02 5.00000000e-03 ) 3.03944740e+02 ( 1.14000000e-01 1.87500000e-02 5.00000000e-03 ) 3.01520689e+02 1.25985478e+00 
