# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
10	0.04279337804	( 6.214196453 -1.980020205 4.586834808 )	8.648735078	( -5.801708173 4.041544131 7.818775013 )	5.285773881	0.8324122657	7.464759568e-05	( 3.472992589 10.99547969 1.183644597 )	1.037265589	( 8.472106356 3.792610851 3.714630512 )	0.09425654166	0.129356815	0.0004736973323	( 3.306722963e-05 -36.05679106 0.9665611991 )	2.89680418	( 4.954960302 2.954635838 8.195687677 )	0.009620125196	0.02443383863	-49.59187678	( -6.043174157 3.815759417 0.2911849034 )	18.54646211	( -0.9971327847 4.049926656 3.750063232 )	-0.03468577437	1.836100528
