# Time	aspectRatiomin	aspectRatiomin location	aspectRatiomax	aspectRatiomax location	aspectRatiomean	aspectRatiostDev	determinantmin	determinantmin location	determinantmax	determinantmax location	determinantmean	determinantstDev	nonOrthogonalitymin	nonOrthogonalitymin location	nonOrthogonalitymax	nonOrthogonalitymax location	nonOrthogonalitymean	nonOrthogonalitystDev	skewnessmin	skewnessmin location	skewnessmax	skewnessmax location	skewnessmean	skewnessstDev	volumeRatiomin	volumeRatiomin location	volumeRatiomax	volumeRatiomax location	volumeRatiomean	volumeRatiostDev
0	1.00345	( 0.937812 -0.937817 -0.571639 )	5.58915	( -0.235649 -0.0813797 -0.274796 )	1.11923	0.19206	0.0841668	( -0.0677341 0.0455391 -0.996421 )	0.999973	( -0.937538 -0.93754 0.937084 )	0.983636	0.0543727	0.208448	( 0.93754 0.937537 0.937083 )	54.7239	( -0.0785965 0.0777917 -0.993313 )	6.00535	6.80724	0.000274763	( 0.81404 0.813958 0.560067 )	1.16145	( -0.0677341 0.0455391 -0.996421 )	0.0313061	0.0549957	0.0799709	( -0.104146 0.0456746 -0.976258 )	0.997459	( 0.937537 -0.93754 0.937083 )	0.848653	0.303509
