# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
10	512.0499235	( 0.63125 0.19375 0.005 )	551.55918	( 0.8593749017 0.003125043608 0.005 )	545.1336336	10.52827981
