# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	totalVolume
0.1	0.0002856124966	( 0.025 0.025 0.01666666666 )	3.100102491	( 0.5375 0.9875 0.6583333333 )	0.1293440505	0.2839982097	-98.49786633	( 0.5875 0.9125 0.625 )	5257.812055	( 0.975 0.975 0.01666666666 )	1411.034324	1740.325167	273.15	( 0.025 0.025 0.01666666666 )	273.15	( 0.025 0.025 0.01666666666 )	273.15	5.513811629e-12	0.97
