# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
50	0.03799082759	( 1.950042896 6.437578706 2.902200876 )	6.168135199	( 2.002583497 -4.007451575 24.10518532 )	4.93187023	0.9292007297	0.005170985566	( 26.82648671 -41.30332777 24.08616856 )	3.522728193	( 8.221977433 -0.6051915237 6.342656256 )	0.3485113588	0.2241018433	0.002156317831	( 7.710169234 -48.81055551 22.25751398 )	26.77527075	( -5.801708173 4.041544131 7.818775013 )	0.030476704	0.1050084604	-26.14370516	( 10.04405575 7.801645717 4.085420725 )	11.75626528	( -3.975902165 4.050051091 6.229045225 )	-0.07969733569	1.34736968
