# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	rhomin	rhomin location	rhomax	rhomax location	rhomean	rhostDev
50	11.37512272	( -0.01625 -0.02625 0.02375 )	585.0610449	( 0.01598687009 0.02083446238 0.02125 )	420.9297332	86.1011952	92453.21876	( 0.02307879954 -0.01253080949 -0.02375 )	189446.0403	( 0.03518176803 0.06479675642 -0.00125 )	136051.6551	22057.214	0.3377644947	( 0.02083446238 -0.01598687009 -0.02375 )	0.6386562129	( 0.03174235241 0.06654922621 -0.00625 )	0.4817045817	0.07096684011
