# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	omegamin	omegamin location	omegamax	omegamax location	omegamean	omegastDev
15	0.03166163423	( -0.05 -0.65 3.35 )	5.159638554	( -0.85 0.15 5.55 )	3.234576652	1.343984723	-13.35393605	( -0.65 0.15 5.55 )	12.5927469	( -0.05 -0.65 7.65 )	0.7685352654	3.917245403	0.005579187093	( 0.45 0.45 0.05 )	0.8223813633	( -0.55 -0.45 6.35 )	0.1093101799	0.1288948189	4.880053291	( 0.55 0.55 0.05 )	56.42983838	( -0.25 0.15 5.05 )	18.57756761	8.257962255
