# Time	massFlux	Urelmin	Urelmax	Urelmean	UrelstDev	Umin	Umax	Umean	UstDev	pmin	pmax	pmean	pstDev
50	3.484232937	36.69536356	47.91070803	46.11792899	1.996231442	0.39960318	7.9111975	6.293357486	1.567590296	-499.9981373	-499.9981373	-499.9981373	2.273736754e-13
