# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
50	282.1078272	( -0.1693333244 0.09810720791 -0.01992420068 )	348.9039644	( -0.0006307022 -0.0006301808043 0.02854224876 )	282.6677829	1.179378153
