# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	totalVolume
0.000489579	0.164948	( 0.121037 0.00440625 -0.0109627 )	13.2561	( -0.0791905 -0.0139216 0.0352821 )	4.91417	0.667697	-238370	( -0.0418576 -0.0109117 -0.0854706 )	137465	( 0.143853 0.189767 0.0125647 )	3002.3	20388	0.279622
