# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	wmin	wmin location	wmax	wmax location	wmean	wstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	omegamin	omegamin location	omegamax	omegamax location	omegamean	omegastDev
0.0089355	0.0791746	( 0.248856 0.0162092 -0.274767 )	1.95373	( -0.0148799 -0.0969521 -0.976612 )	1.03134	0.095925	0.00221311	( -0.939923 -0.0627477 -0.572144 )	0.00242435	( 0.10101 -0.211817 -0.519648 )	0.00221536	6.09282e-06	299.637	( 0.10101 -0.211817 -0.519648 )	300.004	( 0.145015 -0.0169998 -0.990698 )	299.998	0.010067	-11.2043	( 0.18978 0.0632205 0.940778 )	11.9991	( -0.0989808 0.0127233 -0.993221 )	-0.0916742	6.85169	2.95786e-06	( 0.938339 0.563015 0.685702 )	0.0593531	( 0.0481622 0.105171 -0.976465 )	0.00655141	0.00955443	0.149795	( 0.938339 0.563015 0.685702 )	494.651	( 0.0161938 0.170306 -0.809404 )	5.22216	14.3604
