# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
10	45.38866283	( -0.0007265072035 -0.05 -0.002141469733 )	303.8716413	( 0.04185730622 -0.05 0.03586403191 )	251.6305961	4.820678861	-15461.27207	( 0.2494922616 -0.05 0.06045673974 )	34595.86362	( -0.0007265072035 -0.05 -0.002141469733 )	364.385956	1548.81276
