# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
50	3.641506062e-06	( 0.03937078269 51.18958605 0.2307495783 )	103.4477568	( -0.03665109655 48.67331454 0.231226692 )	10.00696267	0.08932153066	299.2672967	( -0.03665109655 48.67331454 0.231226692 )	319.4321909	( 0.02714227016 50.36326493 0.3532933571 )	300.0045279	0.1249000311
