# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	epsilonmin	epsilonmin location	epsilonmax	epsilonmax location	epsilonmean	epsilonstDev	kmin	kmin location	kmax	kmax location	kmean	kstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
10	0.432834384	( -287 -4.163336342e-17 0.1964400904 )	10.30315518	( -283 0 488.2722955 )	9.091052119	0.9709289976	0.0005011640742	( -299 0 496.0711982 )	12.8123909	( 11 -4.163336342e-17 0.1964400904 )	0.02278371989	0.3001045731	0.7032656307	( -299 0 496.0711982 )	4.437677842	( -291 0 1.402123383 )	1.299020188	0.1965890472	-359.9564259	( -285 0 423.1222341 )	-0.1629572041	( 699 0 488.2722955 )	-175.6176083	102.0115376
