# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev
50	0.008235665125	( -0.7 -0.9666666667 0.7666666666 )	61.12666165	( -0.3148768014 -0.2077706615 -0.002438609623 )	0.4543531022	0.8257144674
