# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
10	0.04444332763	( 0.9304919605 0.04738880561 0.5013344196 )	114.1598811	( 1.001978498 -0.007349740126 0.8682512619 )	20.0068328	0.1901845628	-2174.631818	( 0.5982643664 -0.2165639732 0.3833415057 )	1192.520513	( 0.8504444901 0.1507397943 0.6522377335 )	1.928184719	3.457294152
