# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
10	282.1063877	( 0.2191352148 -0.2300618989 0.099567846 )	286.1736258	( 0.01945226853 0.003064643406 0.01186148542 )	282.1193894	0.08481726964
