# Time	psiAcomin	psiAcomin location	psiAcomax	psiAcomax location	psiAcomean	psiAcostDev	pAcousticmin	pAcousticmin location	pAcousticmax	pAcousticmax location	pAcousticmean	pAcousticstDev
4e-05	1.2467e-264	( 34.2931 0.5 0.5 )	0.00109206	( 0.00686 0.5 0.5 )	4.62092e-07	2.18707e-05	5.71463e-260	( 34.2931 0.5 0.5 )	89.8347	( 0.00686 0.5 0.5 )	0.0393814	1.80389
