# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
50	0.01212269967	( 0.118625 0.2085 0.005 )	32.5950708	( 0.015125 0.0705 0.005 )	7.279049899	5.143674454	-922.3970351	( 0.0646273896 0.06750304521 0.005 )	311.2240418	( 0.02849916635 -0.07965878074 0.005 )	78.85943147	183.979834
