# Time	psiAcomin	psiAcomin location	psiAcomax	psiAcomax location	psiAcomean	psiAcostDev	pAcousticmin	pAcousticmin location	pAcousticmax	pAcousticmax location	pAcousticmean	pAcousticstDev
0.0004	-1.65186e-05	( 0.06174 0.5 0.5 )	0.00924797	( 0.0343 0.5 0.5 )	1.86069e-05	0.00034536	-160.32	( 0.07546 0.5 0.5 )	191.729	( 0.04802 0.5 0.5 )	0.00011996	7.03758
