# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	AoAmin	AoAmin location	AoAmax	AoAmax location	AoAmean	AoAstDev
0.0089355	0.004751316432	( 0.09811106588 0.167053977 -0.02375 )	0.1704167817	( -0.1350882137 0.0008821370736 0.02375 )	0.04644891095	0.01190662992	-6.574280223	( -0.02916815472 0.03977475644 0.01875 )	66.40570791	( 0.06452349379 0.06629126074 -0.02375 )	29.162928	25.89728449	-1.407472717e-22	( -0.1379166 0.02916599953 -0.02375 )	0.000275176789	( -0.1461489734 0.03446920145 -0.02375 )	5.122763171e-06	3.486956888e-05
