# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
0.00973099	300.0000001	( -0.4966666667 0.9966666666 -7.228014483e-19 )	960.4203107	( 0.003333333334 0.003333333334 -5.255607828e-19 )	300.9956566	21.80004992	0.000684415971	( -0.4966666667 0.9966666666 -7.228014483e-19 )	2.561007475	( -0.05666666667 0.003333333334 -7.228014483e-19 )	0.1859473938	0.2229506447	101325.0386	( -0.4966666667 0.9966666666 -7.228014483e-19 )	101406.4227	( 0.003333333334 0.003333333334 -5.255607828e-19 )	101338.1283	12.23928692
