# Time	massFlux	Tmin	Tmax	Tmean	TstDev	Umin	Umax	Umean	UstDev	pmin	pmax	pmean	pstDev	ptotmin	ptotmax	ptotmean	ptotstDev
10	0.16484957	350.04437	350.09234	350.06714	0.014803691	0.013694221	0.024865764	0.021957234	0.0028545874	0	0	0	0	0.092687311	0.30559714	0.24231471	0.05751087
