# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev	totalVolume
0.01	300	( 0.0085002777 -0.098985764 -0.0087412948 )	488.28244	( 0.071198411 0.027320092 -0.0012499992 )	305.97306	32.997492	0.00062827754
