# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev
0.00948232	0.297111	( 0.218 0 0.002 )	8.20646	( 0.102 0 0.01 )	2.03309	0.88269	-2.96097	( 0.098 0 0.01 )	74.4105	( 0.102 0 0.01 )	27.3654	14.9928
