# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
0.0089355	0.001263616044	( 0.2856521739 0.5776190352 0.0073 )	0.6873932599	( 0.2856521739 0.2968565858 0.0073 )	0.0526687102	0.03808066175	0.04313214995	( 0.006347826085 0.5776190352 0.0073 )	11919.06443	( 0.006347826085 0.002999935 0.0073 )	298.5005293	1192.357075	292.9999757	( 0.146 0.09266571333 0.0073 )	293.0155126	( 0.3371574158 0.044999025 0.0073 )	293.0031151	0.003639465292
