# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	alpha.watermin	alpha.watermin location	alpha.watermax	alpha.watermax location	alpha.watermean	alpha.waterstDev
8.92998e-08	0.1595711249	( 6.253831849e-05 -6.253831849e-05 0.01456832274 )	27.69935996	( 0.001187610627 -0.005065971296 0.01497749639 )	20.31255992	1.026762642	-198271.5274	( 0.001822458969 -0.004445680939 0.01507824452 )	13879934.34	( 0.003125 -0.002875 0.02338125 )	4517003.593	2540281.571	0.9982071305	( 0.0005596236592 -0.004812277139 0.01508305307 )	1	( 0.004138853984 0.00217535155 0.0142536063 )	0.9999996555	9.894683025e-06
