# Time	Cparticulatemin	Cparticulatemin location	Cparticulatemax	Cparticulatemax location	Cparticulatemean	CparticulatestDev
10.001	2.538309419e-67	( 0.2874281967 -0.01655703022 0 )	0.9460146598	( -0.01980858154 0.01902153396 -2.672503529e-20 )	0.01749704301	0.1052541419
