# Time	Tmin	Tmin location	Tmax	Tmax location	Tmean	TstDev
10	149.5112823	( -0.004180919734 -0.02629652073 0.02279065682 )	157.4826517	( 0.1064273865 0.002522309955 0.1561368825 )	156.1163548	2.17383426
