# Time	Umin	Umin location	Umax	Umax location	Umean	UstDev	pmin	pmin location	pmax	pmax location	pmean	pstDev	rhomin	rhomin location	rhomax	rhomax location	rhomean	rhostDev
10	0.673607785	( 0.03174235241 0.06654922621 0.02375 )	3.085666556	( 0.0237007534 0.01628910731 -0.00125 )	1.988282793	0.2542378225	96397.70995	( 0.0261799659 0.002060428335 -0.00125 )	102184.2208	( 0.06286668322 0.03852475287 0.00125 )	100373.7121	673.6353781	988.55724	( -0.09625 -0.07375 -0.02375 )	994.5114921	( 0.004216502286 0.05357563519 0.00125 )	993.5109687	1.021181441
