# Time	massFlux	Urelmin	Urelmax	Urelmean	UrelstDev	Umin	Umax	Umean	UstDev	pmin	pmax	pmean	pstDev
10	2.969493264	38.8608838	39.4761495	39.28543829	0.1882718842	0.5324389501	1.139652496	0.7464306349	0.17439338	-182.3282474	-182.3282474	-182.3282474	1.421085472e-13
